6,False
26.273,569.6162512276501,0.7609726345100006,0.7791462655574268,0.6329407599063416,1.0193974743870097e-11,1.0437428355078097e-11,5.75104793997111e-08,1.540324730522974,0.0044804412767959255,0.2110547316794119,0.1401738469269747,0.21999805119658622,0.3409445519933737,0.34592684294165105,0.2527080245553104,43.70991738230599,10.206495132382887,86.17565338500371,58.594761125097946,6.936155604332528,76.08032129562092
