6,False
24.189,423.7788759916208,0.3600062428593489,0.43126251875145694,0.9391794711515548,4.059520274521147e-12,4.863023831496574e-12,1.352742778868696e-07,8.871911706135384,0.0035101446524186163,0.01569115598169324,0.3547981445699931,0.10189531601453111,0.083616931886555,0.21582162398153176,0.016092313964838012,93.05531019533353,12.099333811086222,45.52606466310814,52.667078403073795,45.52982009316211,73.50018039546897
