6,False
70.899,1101.349161788409,0.465385335630359,0.32386356037507946,0.734352019877313,1.104880692070346e-14,6.410833641988501e-15,4.167151455461921e-12,6.28437470821585,0.004496953359849335,0.3887194142332051,0.3622215619379473,0.4322606961149087,0.3475173184427388,0.13315457275242687,0.37790237820925965,80.31818392333007,80.75168395669733,86.6521621274672,14.951054459067947,6.582308580430995,35.66348055778739
